rfc_cliente,rfc_deudor,id_division_deudor,tipo_cliente,giro_cliente,id_division_documento,num_zona,pedido,id_c_deudor,id_c_cliente,contra_recibo,id_c_anomalia,status,id_c_moneda,id_c_tipo_localidad,id_c_ruta,importe_documento,saldo_documento,dias_credito,num_visitas,fecha_recibida_aeesa,fecha_reprogramacion,fecha_revision,fecha_inserta,fecha_deposito,fecha_anomalia,target
4.0,1279.0,0.0,0.0,,1.0,15.0,,1371.0,20.0,1694.0,0.0,2.0,0.0,,0.0,13416.91,13416.91,22.0,0,19.0,20.0,43,19,,,43
4.0,346.0,0.0,0.0,,1.0,10.0,,4189.0,20.0,1694.0,0.0,2.0,0.0,,0.0,607.32,607.32,22.0,0,19.0,20.0,43,19,,,43
22.0,1700.0,3.0,2.0,4.0,3.0,,5619.0,35.0,21.0,20.0,37.0,1.0,0.0,,78.0,12272.0,12272.0,,1,14.0,19.0,19,14,,,39
15.0,1557.0,5.0,0.0,12.0,1.0,0.0,,890.0,4.0,1834.0,15.0,3.0,0.0,,28.0,65557.98,0.0,30.0,0,9.0,11.0,9,8,,,71
22.0,1700.0,3.0,2.0,4.0,3.0,,5623.0,38.0,21.0,1231.0,17.0,1.0,0.0,,49.0,4602.0,4602.0,,1,14.0,19.0,18,14,,,39
4.0,1506.0,0.0,0.0,,1.0,10.0,,1694.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1615.33,1615.33,22.0,0,19.0,20.0,43,19,,,43
22.0,1700.0,3.0,2.0,4.0,3.0,,5632.0,38.0,21.0,913.0,37.0,1.0,0.0,,49.0,6136.0,6136.0,,0,14.0,18.0,18,14,,,39
4.0,1210.0,0.0,0.0,,1.0,13.0,,1938.0,20.0,1694.0,15.0,3.0,0.0,,0.0,1615.19,0.0,22.0,0,35.0,35.0,36,34,,,36
4.0,653.0,0.0,0.0,,1.0,15.0,,1480.0,20.0,1694.0,0.0,2.0,0.0,,0.0,13864.06,13864.06,22.0,0,19.0,20.0,43,19,,,43
22.0,1700.0,3.0,2.0,4.0,3.0,,5634.0,38.0,21.0,913.0,17.0,1.0,0.0,,49.0,3068.0,3068.0,,1,14.0,19.0,18,14,,,39
4.0,1751.0,0.0,0.0,,1.0,14.0,,1789.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1172.57,1172.57,22.0,0,19.0,20.0,43,19,,,43
4.0,1210.0,0.0,0.0,,1.0,13.0,,1938.0,20.0,1694.0,15.0,3.0,0.0,,0.0,559.72,0.0,22.0,0,35.0,35.0,36,34,,,36
22.0,1700.0,3.0,2.0,4.0,3.0,,5635.0,38.0,21.0,913.0,17.0,1.0,0.0,,49.0,12272.0,12272.0,,1,14.0,19.0,18,14,,,39
22.0,1700.0,3.0,2.0,4.0,3.0,,5636.0,38.0,21.0,913.0,17.0,1.0,0.0,,49.0,9204.0,9204.0,,1,14.0,19.0,18,14,,,39
22.0,1700.0,3.0,2.0,4.0,3.0,,5637.0,38.0,21.0,913.0,17.0,1.0,0.0,,49.0,1534.0,1534.0,,1,14.0,19.0,18,14,,,39
4.0,1210.0,0.0,0.0,,1.0,13.0,,1938.0,20.0,1694.0,15.0,3.0,0.0,,0.0,2041.82,0.0,22.0,0,35.0,35.0,36,34,,,36
4.0,211.0,0.0,0.0,,1.0,10.0,,4149.0,20.0,1694.0,0.0,2.0,0.0,,0.0,890.78,890.78,22.0,0,19.0,20.0,43,19,,,43
4.0,1151.0,0.0,0.0,,1.0,14.0,,2678.0,20.0,1694.0,0.0,2.0,0.0,,0.0,40347.26,40347.26,22.0,0,19.0,20.0,43,19,,,43
13.0,1396.0,0.0,0.0,,1.0,11.0,58666.0,2716.0,24.0,1820.0,15.0,3.0,0.0,,80.0,1899.01,0.0,8.0,1,0.0,21.0,8,6,,,15
4.0,653.0,0.0,0.0,,1.0,15.0,,1480.0,20.0,1694.0,0.0,2.0,0.0,,0.0,16115.74,16115.74,22.0,0,19.0,20.0,43,19,,,43
4.0,1154.0,0.0,0.0,,1.0,15.0,,1418.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1662.24,1662.24,22.0,0,19.0,20.0,43,19,,,43
4.0,181.0,0.0,0.0,,1.0,10.0,,2417.0,20.0,1694.0,0.0,2.0,0.0,,0.0,860.92,860.92,22.0,0,19.0,20.0,43,19,,,43
13.0,1396.0,0.0,0.0,,1.0,11.0,58665.0,2716.0,24.0,1820.0,15.0,3.0,0.0,,80.0,1003.03,0.0,8.0,1,0.0,21.0,8,6,,,15
4.0,1297.0,0.0,0.0,,1.0,14.0,,1688.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1376.35,1376.35,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,5505.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,0.0,,3.0,0.0,5507.0,32.0,17.0,1375.0,37.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,0.0,,3.0,0.0,5508.0,32.0,17.0,1375.0,37.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,1154.0,0.0,0.0,,1.0,15.0,,1418.0,20.0,1694.0,0.0,2.0,0.0,,0.0,67673.0,67673.0,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,5513.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,86129.25,86129.25,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,0.0,,3.0,0.0,5514.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,2.0,,3.0,0.0,5257.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
4.0,926.0,0.0,0.0,,1.0,10.0,,4099.0,20.0,1694.0,0.0,2.0,0.0,,0.0,4757.02,4757.02,22.0,0,19.0,20.0,43,19,,,43
13.0,3373.0,0.0,0.0,,1.0,11.0,58639.0,4871.0,24.0,1820.0,15.0,3.0,0.0,,80.0,3259.03,0.0,30.0,1,0.0,14.0,8,6,,,15
4.0,1151.0,0.0,0.0,,1.0,15.0,,3530.0,20.0,1694.0,0.0,2.0,0.0,,0.0,3523.48,3523.48,22.0,0,19.0,20.0,43,19,,,43
4.0,6.0,0.0,0.0,,1.0,10.0,,1935.0,20.0,1694.0,0.0,2.0,0.0,,0.0,91279.46,91279.46,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,5631.0,38.0,17.0,1240.0,17.0,1.0,0.0,,49.0,41595.4,41595.4,20.0,1,14.0,18.0,27,15,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5515.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,131049.6,131049.6,20.0,1,14.0,19.0,20,15,,,40
4.0,488.0,0.0,0.0,,1.0,13.0,,1310.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1934.03,1934.03,22.0,0,35.0,35.0,43,34,,,43
4.0,1151.0,0.0,0.0,,1.0,15.0,,3538.0,20.0,1694.0,0.0,1.0,0.0,,0.0,1740.14,1740.14,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,4218.0,23.0,17.0,333.0,17.0,1.0,0.0,,79.0,186690.42,186690.42,20.0,1,14.0,18.0,26,15,,,43
4.0,1151.0,0.0,0.0,,1.0,15.0,,3530.0,20.0,1694.0,0.0,2.0,0.0,,0.0,660.23,660.23,22.0,0,19.0,20.0,43,19,,,43
4.0,488.0,0.0,0.0,,1.0,13.0,,1310.0,20.0,1694.0,0.0,2.0,0.0,,0.0,973.01,973.01,22.0,0,35.0,35.0,43,34,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,5506.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,34451.7,34451.7,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,0.0,,3.0,0.0,5509.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,2769.0,0.0,0.0,,1.0,13.0,,1404.0,20.0,1694.0,15.0,3.0,0.0,,0.0,2023.01,0.0,22.0,0,35.0,35.0,37,34,,,37
4.0,1151.0,0.0,0.0,,1.0,15.0,,3331.0,20.0,1694.0,0.0,2.0,0.0,,0.0,549.97,549.97,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,5515.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,131049.6,131049.6,20.0,1,14.0,19.0,20,15,,,40
4.0,1151.0,0.0,0.0,,1.0,15.0,,3529.0,20.0,1694.0,0.0,2.0,0.0,,0.0,2261.91,2261.91,22.0,0,19.0,20.0,43,19,,,43
4.0,2699.0,0.0,0.0,,1.0,15.0,,1585.0,20.0,1694.0,0.0,2.0,0.0,,0.0,105.62,105.62,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,0.0,,3.0,0.0,5257.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
4.0,1151.0,0.0,0.0,,1.0,15.0,,3538.0,20.0,1694.0,0.0,1.0,0.0,,0.0,727.8,727.8,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5515.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,131049.6,131049.6,20.0,1,14.0,19.0,20,15,,,40
4.0,1151.0,0.0,0.0,,1.0,10.0,,4106.0,20.0,1694.0,0.0,1.0,0.0,,0.0,312.69,312.69,22.0,0,19.0,20.0,43,19,,,43
4.0,1151.0,0.0,0.0,,1.0,10.0,,3510.0,20.0,1694.0,0.0,1.0,0.0,,0.0,3490.2,3490.2,22.0,0,19.0,20.0,43,19,,,43
4.0,2893.0,0.0,0.0,,1.0,12.0,,1744.0,20.0,1694.0,0.0,3.0,0.0,,105.0,846.96,0.0,22.0,0,34.0,44.0,43,33,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5509.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,1151.0,0.0,0.0,,1.0,10.0,,3518.0,20.0,1694.0,0.0,3.0,0.0,,0.0,3551.12,0.0,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5506.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,34451.7,34451.7,20.0,1,14.0,19.0,20,15,,,40
4.0,2917.0,0.0,0.0,,1.0,12.0,,2581.0,20.0,1694.0,0.0,2.0,0.0,,0.0,136.78,136.78,22.0,0,34.0,34.0,43,33,,,43
4.0,1151.0,0.0,0.0,,1.0,14.0,,2678.0,20.0,1694.0,0.0,2.0,0.0,,0.0,2609.76,2609.76,22.0,0,19.0,20.0,43,19,,,43
4.0,2673.0,0.0,0.0,,1.0,15.0,,1359.0,20.0,1694.0,0.0,1.0,0.0,,0.0,2208.3,2208.3,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5509.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,2630.0,0.0,0.0,,1.0,15.0,,1761.0,20.0,1694.0,0.0,2.0,0.0,,0.0,7088.17,7088.17,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5508.0,32.0,17.0,1375.0,37.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,2.0,,3.0,0.0,5506.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,34451.7,34451.7,20.0,1,14.0,19.0,20,15,,,40
4.0,1146.0,0.0,0.0,,1.0,15.0,,1743.0,20.0,1694.0,0.0,1.0,0.0,,0.0,12780.88,12780.88,22.0,0,19.0,20.0,43,19,,,43
4.0,2651.0,0.0,0.0,,1.0,13.0,,1584.0,20.0,1694.0,0.0,2.0,0.0,,0.0,11365.53,11365.53,22.0,0,35.0,35.0,43,34,,,43
4.0,1844.0,0.0,0.0,,1.0,10.0,,4177.0,20.0,1694.0,0.0,2.0,0.0,,0.0,3334.59,3334.59,22.0,0,19.0,20.0,43,19,,,43
4.0,1844.0,0.0,0.0,,1.0,10.0,,4177.0,20.0,1694.0,0.0,2.0,0.0,,0.0,48464.43,48464.43,22.0,0,19.0,20.0,43,19,,,43
4.0,2437.0,0.0,0.0,,1.0,10.0,,1341.0,20.0,1694.0,0.0,2.0,0.0,,0.0,2762.08,2762.08,22.0,0,19.0,20.0,43,19,,,43
4.0,1833.0,0.0,0.0,,1.0,15.0,,1933.0,20.0,1694.0,0.0,2.0,0.0,,0.0,441.7,441.7,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,4218.0,23.0,17.0,333.0,17.0,1.0,0.0,,79.0,186690.42,186690.42,20.0,1,14.0,18.0,26,15,,,43
9.0,2174.0,0.0,0.0,,1.0,0.0,8014.0,3787.0,27.0,1813.0,5.0,1.0,0.0,,10.0,11381.8,11381.8,30.0,0,1.0,28.0,49,27,,,47
4.0,2257.0,0.0,0.0,,1.0,15.0,,1377.0,20.0,1694.0,0.0,2.0,0.0,,0.0,5744.75,5744.75,22.0,0,19.0,20.0,43,19,,,43
4.0,1831.0,0.0,0.0,,1.0,13.0,,1663.0,20.0,1694.0,15.0,3.0,0.0,,0.0,12218.71,0.0,22.0,0,35.0,35.0,37,34,,,37
10.0,1700.0,3.0,1.0,,3.0,0.0,5631.0,38.0,17.0,1240.0,17.0,1.0,0.0,,49.0,41595.4,41595.4,20.0,1,14.0,18.0,27,15,,,43
9.0,1991.0,0.0,0.0,,1.0,0.0,7696.0,3776.0,27.0,1813.0,5.0,1.0,0.0,,10.0,8839.2,8839.2,30.0,0,1.0,28.0,49,27,,,47
9.0,2174.0,0.0,0.0,,1.0,0.0,8014.0,3787.0,27.0,1450.0,52.0,1.0,0.0,,10.0,667.97,667.97,30.0,0,1.0,28.0,0,27,,,30
4.0,2372.0,0.0,0.0,,1.0,14.0,,1360.0,20.0,1694.0,8.0,3.0,0.0,,0.0,1032.09,0.0,22.0,0,19.0,20.0,26,19,,,26
4.0,1844.0,0.0,0.0,,1.0,10.0,,4177.0,20.0,1694.0,0.0,2.0,0.0,,0.0,7037.52,7037.52,22.0,0,19.0,20.0,43,19,,,43
4.0,1844.0,0.0,0.0,,1.0,10.0,,4177.0,20.0,1694.0,0.0,2.0,0.0,,0.0,49317.03,49317.03,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5514.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
4.0,2392.0,0.0,0.0,,1.0,12.0,,4616.0,20.0,1694.0,0.0,3.0,0.0,,0.0,8749.23,0.0,22.0,0,34.0,35.0,43,33,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5631.0,38.0,17.0,1240.0,17.0,1.0,0.0,,49.0,41595.4,41595.4,20.0,1,14.0,18.0,27,15,,,43
4.0,1939.0,0.0,0.0,,1.0,15.0,,2216.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1203.29,1203.29,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5513.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,86129.25,86129.25,20.0,1,14.0,19.0,20,15,,,40
4.0,2060.0,0.0,0.0,,1.0,10.0,,4280.0,20.0,1694.0,0.0,2.0,0.0,,0.0,12822.8,12822.8,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5507.0,32.0,17.0,1375.0,37.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,2431.0,0.0,0.0,,1.0,10.0,,4081.0,20.0,1694.0,0.0,2.0,0.0,,0.0,802.25,802.25,22.0,0,19.0,20.0,43,19,,,43
4.0,2116.0,0.0,0.0,,1.0,15.0,,2539.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1889.57,1889.57,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5505.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
4.0,1099.0,0.0,0.0,,1.0,15.0,,1562.0,20.0,1694.0,0.0,2.0,0.0,,0.0,4823.98,4823.98,22.0,0,19.0,20.0,43,19,,,43
4.0,3226.0,0.0,0.0,,1.0,10.0,,1715.0,20.0,1694.0,0.0,2.0,0.0,,0.0,422.54,422.54,22.0,0,19.0,20.0,43,19,,,43
4.0,2392.0,0.0,0.0,,1.0,12.0,,4616.0,20.0,1694.0,0.0,3.0,0.0,,0.0,10663.59,0.0,22.0,0,34.0,35.0,43,33,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,5257.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
4.0,1110.0,0.0,0.0,,1.0,10.0,,4227.0,20.0,1694.0,0.0,2.0,0.0,,0.0,4980.74,4980.74,22.0,0,19.0,20.0,43,19,,,43
4.0,2533.0,0.0,0.0,,1.0,12.0,,2559.0,20.0,1694.0,0.0,3.0,0.0,,0.0,8702.35,0.0,22.0,0,34.0,34.0,43,33,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5514.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
10.0,1700.0,3.0,2.0,,3.0,0.0,5513.0,32.0,17.0,1378.0,37.0,1.0,0.0,,47.0,86129.25,86129.25,20.0,1,14.0,19.0,20,15,,,40
4.0,2426.0,0.0,0.0,,1.0,10.0,,4211.0,20.0,1694.0,0.0,2.0,0.0,,0.0,666.8,666.8,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5508.0,32.0,17.0,1375.0,37.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,3102.0,0.0,0.0,,1.0,10.0,,4086.0,20.0,1694.0,0.0,2.0,0.0,,0.0,117.5,117.5,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,1.0,,3.0,0.0,4218.0,23.0,17.0,333.0,17.0,1.0,0.0,,79.0,186690.42,186690.42,20.0,1,14.0,18.0,26,15,,,43
4.0,2395.0,0.0,0.0,,1.0,11.0,,4322.0,20.0,1694.0,0.0,1.0,0.0,,0.0,15833.3,15833.3,22.0,0,19.0,20.0,43,19,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5507.0,32.0,17.0,1375.0,37.0,1.0,0.0,,47.0,51677.55,51677.55,20.0,1,14.0,19.0,20,15,,,40
4.0,2950.0,0.0,0.0,,1.0,12.0,,1342.0,20.0,1694.0,0.0,2.0,0.0,,0.0,2641.61,2641.61,22.0,0,34.0,34.0,43,33,,,43
10.0,1700.0,3.0,2.0,,3.0,0.0,5505.0,32.0,17.0,1377.0,40.0,1.0,0.0,,47.0,17225.85,17225.85,20.0,1,14.0,19.0,20,15,,,40
4.0,2519.0,0.0,0.0,,1.0,10.0,,4109.0,20.0,1694.0,0.0,2.0,0.0,,0.0,2776.68,2776.68,22.0,0,19.0,20.0,43,19,,,43
4.0,1110.0,0.0,0.0,,1.0,10.0,,4227.0,20.0,1694.0,0.0,2.0,0.0,,0.0,14966.28,14966.28,22.0,0,19.0,20.0,43,19,,,43
4.0,3167.0,0.0,0.0,,1.0,10.0,,4116.0,20.0,1694.0,8.0,2.0,0.0,,0.0,8120.94,8120.94,22.0,0,19.0,20.0,43,19,,,43
4.0,1057.0,0.0,0.0,,1.0,14.0,,2612.0,20.0,1694.0,0.0,2.0,0.0,,0.0,130725.76,130725.76,22.0,0,19.0,20.0,43,19,,,43
4.0,3130.0,0.0,0.0,,1.0,15.0,,2044.0,20.0,1694.0,0.0,2.0,0.0,,0.0,77356.73,77356.73,22.0,0,19.0,20.0,43,19,,,43
4.0,1057.0,0.0,0.0,,1.0,14.0,,1752.0,20.0,1694.0,0.0,2.0,0.0,,0.0,3708.65,3708.65,22.0,0,19.0,20.0,43,19,,,43
4.0,2970.0,0.0,0.0,,1.0,10.0,,4207.0,20.0,1694.0,0.0,2.0,0.0,,0.0,1907.41,1907.41,22.0,0,19.0,20.0,43,19,,,43
4.0,3006.0,0.0,0.0,,1.0,14.0,,1813.0,20.0,1694.0,0.0,2.0,0.0,,0.0,32358.44,32358.44,22.0,0,19.0,20.0,43,19,,,43
4.0,1002.0,0.0,0.0,,1.0,14.0,,1755.0,20.0,1694.0,15.0,3.0,0.0,,0.0,124.65,0.0,22.0,0,19.0,20.0,26,19,,,26
4.0,3021.0,0.0,0.0,,1.0,15.0,,1985.0,20.0,1694.0,0.0,2.0,0.0,,0.0,39461.09,39461.09,22.0,0,19.0,20.0,43,19,,,43
4.0,1002.0,0.0,0.0,,1.0,14.0,,1755.0,20.0,1694.0,15.0,3.0,0.0,,0.0,1989.62,0.0,22.0,0,19.0,20.0,26,19,,,26
4.0,3226.0,0.0,0.0,,1.0,10.0,,1808.0,20.0,1694.0,0.0,1.0,0.0,,0.0,1973.65,1973.65,22.0,0,19.0,20.0,43,19,,,43
4.0,1099.0,0.0,0.0,,1.0,15.0,,1562.0,20.0,1694.0,0.0,2.0,0.0,,0.0,16346.25,16346.25,22.0,0,19.0,20.0,43,19,,,43
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,30.0,15.0,237.0,37.0,2.0,0.0,,44.0,14790.0,14790.0,20.0,0,2.0,13.0,15,6,,,35
13.0,1289.0,0.0,0.0,,1.0,11.0,58579.0,2712.0,24.0,1877.0,37.0,1.0,0.0,,80.0,27950.96,0.0,30.0,0,0.0,6.0,6,6,,,36
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,5.0,15.0,1266.0,37.0,2.0,0.0,,32.0,23664.0,23664.0,20.0,0,2.0,7.0,13,6,,,33
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,16.0,15.0,301.0,37.0,2.0,0.0,,0.0,2586.8,2586.8,0.0,0,2.0,6.0,13,6,,,29
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,16.0,15.0,301.0,37.0,2.0,0.0,,0.0,7760.4,7760.4,0.0,0,2.0,13.0,13,6,,,29
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,15.0,15.0,1391.0,37.0,2.0,0.0,,0.0,1020.8,1020.8,0.0,0,7.0,13.0,13,6,,,33
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,51.0,15.0,1449.0,37.0,2.0,0.0,,56.0,6380.0,6380.0,20.0,0,2.0,14.0,16,6,,,16
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,16.0,15.0,301.0,37.0,2.0,0.0,,0.0,2586.8,2586.8,0.0,0,2.0,6.0,13,6,,,29
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,46.0,15.0,843.0,37.0,2.0,0.0,,52.0,5104.0,5104.0,20.0,0,2.0,7.0,15,6,,,35
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,30.0,15.0,237.0,37.0,2.0,0.0,,44.0,14790.0,14790.0,20.0,0,2.0,13.0,15,6,,,35
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,51.0,15.0,1449.0,37.0,2.0,0.0,,56.0,6380.0,6380.0,20.0,0,2.0,14.0,16,6,,,16
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,18.0,15.0,998.0,37.0,2.0,0.0,,41.0,18270.0,18270.0,20.0,0,2.0,7.0,13,6,,,33
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,51.0,15.0,1232.0,37.0,2.0,0.0,,56.0,2552.0,2522.0,20.0,0,7.0,14.0,15,6,,,35
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,51.0,15.0,1232.0,37.0,2.0,0.0,,56.0,2552.0,2522.0,20.0,0,7.0,14.0,15,6,,,35
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,49.0,15.0,1201.0,37.0,2.0,0.0,,54.0,5173.6,5173.6,20.0,0,2.0,7.0,16,6,,,36
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,15.0,15.0,1391.0,37.0,2.0,0.0,,0.0,1020.8,1020.8,0.0,0,7.0,13.0,13,6,,,33
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,15.0,15.0,1391.0,37.0,2.0,0.0,,0.0,1020.8,1020.8,0.0,0,7.0,13.0,13,6,,,33
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,49.0,15.0,1201.0,37.0,2.0,0.0,,54.0,9135.0,9135.0,20.0,0,2.0,7.0,16,6,,,36
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,5.0,15.0,1266.0,37.0,2.0,0.0,,32.0,23664.0,23664.0,20.0,0,2.0,7.0,13,6,,,33
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,5.0,15.0,1266.0,37.0,2.0,0.0,,32.0,23664.0,23664.0,20.0,0,2.0,7.0,13,6,,,33
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,16.0,15.0,301.0,37.0,2.0,0.0,,0.0,7760.4,7760.4,0.0,0,2.0,13.0,13,6,,,29
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,46.0,15.0,843.0,37.0,2.0,0.0,,52.0,5104.0,5104.0,20.0,0,2.0,7.0,15,6,,,35
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,46.0,15.0,843.0,37.0,2.0,0.0,,52.0,5104.0,5104.0,20.0,0,2.0,7.0,15,6,,,35
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,16.0,15.0,301.0,37.0,2.0,0.0,,0.0,2586.8,2586.8,0.0,0,2.0,6.0,13,6,,,29
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,18.0,15.0,998.0,37.0,2.0,0.0,,41.0,18270.0,18270.0,20.0,0,2.0,7.0,13,6,,,33
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,18.0,15.0,998.0,37.0,2.0,0.0,,41.0,18270.0,18270.0,20.0,0,2.0,7.0,13,6,,,33
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,51.0,15.0,1449.0,37.0,2.0,0.0,,56.0,6380.0,6380.0,20.0,0,2.0,14.0,16,6,,,16
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,49.0,15.0,1201.0,37.0,2.0,0.0,,54.0,5173.6,5173.6,20.0,0,2.0,7.0,16,6,,,36
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,49.0,15.0,1201.0,37.0,2.0,0.0,,54.0,5173.6,5173.6,20.0,0,2.0,7.0,16,6,,,36
1.0,1700.0,3.0,2.0,1.0,3.0,0.0,,30.0,15.0,237.0,37.0,2.0,0.0,,44.0,14790.0,14790.0,20.0,0,2.0,13.0,15,6,,,35
1.0,1700.0,3.0,0.0,1.0,3.0,0.0,,49.0,15.0,1201.0,37.0,2.0,0.0,,54.0,9135.0,9135.0,20.0,0,2.0,7.0,16,6,,,36
1.0,1700.0,3.0,1.0,1.0,3.0,0.0,,49.0,15.0,1201.0,37.0,2.0,0.0,,54.0,9135.0,9135.0,20.0,0,2.0,7.0,16,6,,,36
